,,,,,,,,,
,Datetime,Refrigeration Unit - 1,,Refrigeration Unit - 2,,Refrigeration Unit - 3,,Refrigeration Unit - 4,
,8/2/17 18:08,1.25,2.31,3.27,6.06,2.13,2.18,0.31,2.81
,8/2/17 18:09,0.30,2.50,3.61,4.97,2.12,2.18,0.31,3.19
,8/2/17 18:10,0.30,3.65,3.57,3.72,2.11,2.18,0.31,3.50
,8/2/17 18:11,0.30,4.22,3.48,3.00,2.11,2.18,2.20,3.56
,8/2/17 18:12,0.30,4.53,3.60,2.63,2.11,2.15,2.37,2.90
,8/2/17 18:13,0.30,4.69,3.56,2.09,2.11,2.12,2.31,2.16
,8/2/17 18:14,0.31,4.84,3.51,1.84,2.11,2.12,2.32,1.66
,8/2/17 18:15,2.36,4.37,3.56,1.69,2.11,2.12,2.36,1.37
,8/2/17 18:16,2.20,3.53,3.52,1.40,2.10,2.06,2.37,1.22
,8/2/17 18:17,2.19,3.00,3.62,0.88,2.11,2.12,2.32,1.06
,8/2/17 18:18,2.20,2.59,3.58,0.44,2.10,2.47,2.34,1.03
,8/2/17 18:19,1.25,2.28,3.62,0.06,2.10,2.56,2.36,0.94
,8/2/17 18:20,0.30,2.59,3.48,-0.25,2.11,2.47,0.31,1.00
,8/2/17 18:21,0.30,3.40,3.51,-0.56,2.11,2.40,0.31,1.41
,8/2/17 18:22,0.30,4.03,3.60,-0.53,2.10,2.37,0.31,1.91
,8/2/17 18:23,0.30,4.31,3.67,-0.50,2.11,2.37,0.31,2.34
,8/2/17 18:24,0.30,4.53,3.62,-0.56,2.10,2.28,0.31,3.22
,8/2/17 18:25,0.31,4.72,3.59,-0.66,2.10,2.40,1.41,3.94
,8/2/17 18:26,0.31,4.84,3.56,-0.16,2.11,2.37,2.41,3.43
,8/2/17 18:27,2.37,4.43,3.66,0.06,2.10,2.44,2.29,2.50
,8/2/17 18:28,2.21,3.59,3.56,-0.41,2.11,2.53,2.30,1.94
,8/2/17 18:29,2.20,3.03,3.48,-0.91,2.11,2.65,2.32,1.53
,8/2/17 18:30,2.21,2.66,3.47,-1.34,2.12,2.81,2.39,1.28
,8/2/17 18:31,1.26,2.34,3.53,-1.72,2.11,2.90,2.39,1.12
,8/2/17 18:32,0.31,2.56,3.60,-2.09,2.11,2.90,1.32,1.00
,8/2/17 18:33,0.31,3.40,3.50,-2.37,2.11,2.75,0.31,1.22
,8/2/17 18:34,0.31,4.00,3.48,-2.53,2.12,2.78,0.31,1.72
,8/2/17 18:35,0.31,4.31,3.46,-2.75,2.11,2.90,0.31,2.31
,8/2/17 18:36,0.31,4.53,3.58,-2.94,2.11,2.78,0.31,2.75
,8/2/17 18:37,0.31,4.72,1.97,-3.15,2.11,2.72,0.31,3.09
,8/2/17 18:38,0.31,4.84,0.39,-2.62,2.10,2.62,0.31,3.37
,8/2/17 18:39,2.37,4.47,0.39,-1.47,2.11,2.62,0.31,3.59
,8/2/17 18:40,2.22,3.62,0.39,-0.56,2.11,2.68,2.44,3.28
,8/2/17 18:41,2.20,3.03,0.39,0.00,2.11,2.72,2.32,2.50
,8/2/17 18:42,2.22,2.66,0.39,0.37,2.10,2.78,2.30,1.88
,8/2/17 18:43,2.22,2.37,0.38,0.56,2.11,2.72,2.33,1.75
,8/2/17 18:44,2.22,2.50,0.39,1.03,2.10,2.62,2.31,1.50
,8/2/17 18:45,1.27,2.34,0.38,1.28,2.10,2.56,2.32,1.19
,8/2/17 18:46,0.31,2.50,0.39,1.56,,2.50,1.31,0.97
,8/2/17 18:47,0.31,3.69,0.39,1.87,2.11,2.47,0.31,1.09
,8/2/17 18:48,0.31,4.69,0.38,2.12,2.11,2.40,0.31,1.59
,8/2/17 18:49,2.37,4.28,0.38,2.31,2.10,2.34,0.31,2.22
,8/2/17 18:50,2.21,3.47,0.38,2.50,2.10,2.31,0.31,101.47
,8/2/17 18:51,2.20,2.94,0.39,2.69,2.10,2.25,0.31,3.75
,8/2/17 18:52,2.21,2.53,0.38,2.84,2.10,2.25,2.45,3.09
,8/2/17 18:53,1.25,2.28,0.38,3.03,2.09,2.18,,2.25
,8/2/17 18:54,0.30,2.59,0.38,3.15,2.11,2.44,2.29,1.81
,8/2/17 18:55,0.30,3.43,0.38,3.34,2.11,2.78,2.31,1.84
,8/2/17 18:56,0.30,4.37,0.38,3.47,2.11,3.12,2.34,1.84
,8/2/17 18:57,1.36,4.93,0.38,3.59,2.10,3.25,2.32,1.53
,8/2/17 18:58,2.28,4.41,0.39,3.78,2.11,3.15,2.33,1.19
,8/2/17 18:59,2.20,3.88,0.39,3.91,2.11,3.06,2.33,1.25
,8/2/17 19:00,2.23,3.75,0.39,4.25,2.11,3.09,1.33,0.97
,8/2/17 19:01,2.23,3.41,0.39,4.37,2.10,2.97,0.31,1.53
,8/2/17 19:02,2.23,2.94,0.39,4.47,2.10,2.84,0.31,2.16
,8/2/17 19:03,2.22,2.53,0.38,4.81,2.10,2.75,0.31,2.66
,8/2/17 19:04,0.30,2.28,0.39,4.97,2.11,2.65,0.31,3.56
,8/2/17 19:05,0.30,2.97,0.38,5.09,2.10,2.59,2.43,3.78
,8/2/17 19:06,0.30,4.18,,5.93,2.09,2.53,2.33,3.25
,8/2/17 19:07,0.30,4.91,0.39,6.56,2.10,2.72,2.27,2.59
,8/2/17 19:08,0.30,5.28,0.38,6.56,2.11,3.00,2.35,2.65
,8/2/17 19:09,0.30,5.34,0.38,6.56,2.09,2.90,2.36,2.22
,8/2/17 19:10,0.30,5.40,0.38,6.72,2.11,2.81,2.35,1.78
,8/2/17 19:11,0.30,5.50,0.38,7.22,2.10,2.78,2.37,1.44
,8/2/17 19:12,0.30,5.59,1.90,7.25,2.10,2.93,2.37,1.22
,8/2/17 19:13,0.30,5.68,3.56,6.72,2.11,2.90,1.32,1.00
,8/2/17 19:14,0.30,5.75,3.49,5.34,2.10,2.78,0.31,1.06
,8/2/17 19:15,0.30,5.84,3.45,4.28,2.08,2.68,0.31,1.47
,8/2/17 19:16,0.30,5.90,3.57,3.50,2.08,2.59,0.31,2.06
,8/2/17 19:17,0.29,6.00,3.56,2.84,2.09,2.53,0.31,2.81
,8/2/17 19:18,0.30,6.06,3.61,2.34,2.09,2.43,0.31,3.53
,8/2/17 19:19,0.29,6.12,3.57,1.88,2.11,2.50,1.42,4.31
,8/2/17 19:20,0.29,6.22,3.54,1.47,2.10,2.56,2.41,4.15
,8/2/17 19:21,0.29,6.25,3.52,1.13,2.10,2.53,2.37,3.78
,8/2/17 19:22,0.29,6.34,3.50,0.78,2.10,2.43,2.42,3.56
,8/2/17 19:23,0.29,6.40,3.57,0.41,2.09,2.34,2.41,2.97
,8/2/17 19:24,0.29,6.47,3.55,0.06,2.09,2.31,2.37,2.56
,8/2/17 19:25,0.29,6.50,3.50,-0.25,2.09,2.25,2.35,2.06
,8/2/17 19:26,0.29,6.56,3.46,-0.40,2.09,2.22,2.33,1.62
,8/2/17 19:27,0.28,6.62,3.63,-0.50,2.09,2.12,2.31,1.37
,8/2/17 19:28,0.29,6.68,3.57,-0.75,2.09,2.09,2.32,1.40
,8/2/17 19:29,0.28,6.88,3.58,-1.06,2.09,2.06,2.31,1.22
,8/2/17 19:30,0.28,7.06,3.46,-1.34,2.09,2.00,1.30,1.00
,8/2/17 19:31,0.28,7.06,3.47,-1.56,2.08,2.00,0.31,1.22
,8/2/17 19:32,0.28,7.06,3.41,-1.81,2.08,1.97,0.31,1.69
,8/2/17 19:33,0.28,7.12,3.48,-2.03,2.08,1.93,0.31,2.22
,8/2/17 19:34,0.28,7.12,3.56,-2.28,2.07,1.93,0.31,2.59
,8/2/17 19:35,0.28,7.22,3.51,-2.47,2.07,1.87,0.31,2.97
,8/2/17 19:36,0.28,7.31,3.40,-2.50,2.09,1.84,0.31,3.25
,8/2/17 19:37,0.28,7.34,3.38,-2.00,2.09,1.81,0.31,3.50
,8/2/17 19:38,0.28,7.34,3.46,-2.06,2.09,1.90,1.36,3.53
,8/2/17 19:39,0.28,7.37,3.40,-2.31,2.09,1.93,2.35,2.78
,8/2/17 19:40,0.28,7.40,1.93,-2.25,2.09,1.90,2.28,2.03
,8/2/17 19:41,0.28,7.75,0.39,-1.97,2.08,1.87,2.31,1.59
,8/2/17 19:42,0.29,8.25,0.39,-0.97,2.09,1.84,2.34,1.31
,8/2/17 19:43,0.29,8.15,0.39,-0.16,2.09,1.81,2.38,1.09
,8/2/17 19:44,0.28,8.06,0.39,0.34,2.08,1.78,0.31,1.06
,8/2/17 19:45,0.28,8.00,0.39,0.59,2.08,1.75,0.31,1.44
,8/2/17 19:46,0.29,8.00,0.39,0.78,2.09,1.75,0.31,2.22
,8/2/17 19:47,0.28,8.00,0.39,0.97,2.08,1.68,0.31,2.91
,8/2/17 19:48,0.28,8.06,0.39,1.22,2.07,1.68,0.31,3.25
,8/2/17 19:49,0.29,8.06,0.38,1.53,2.08,1.75,0.30,3.59
,8/2/17 19:50,0.28,8.06,0.38,1.91,2.09,2.00,2.43,3.53
,8/2/17 19:51,0.28,8.09,0.39,2.19,2.09,2.06,2.31,2.97
,8/2/17 19:52,0.28,8.12,0.39,2.44,2.09,1.97,2.28,2.62
,8/2/17 19:53,0.29,8.12,0.39,2.62,2.10,2.22,2.31,2.06
,8/2/17 19:54,0.28,8.15,0.39,2.84,2.09,2.31,2.31,1.69
,8/2/17 19:55,0.29,8.18,0.39,3.28,2.10,2.47,2.33,1.62
,8/2/17 19:56,0.29,8.22,0.39,3.47,2.11,2.93,2.31,1.37
,8/2/17 19:57,0.28,8.25,0.39,3.59,2.09,2.81,2.35,1.06
,8/2/17 19:58,0.29,8.25,0.39,3.72,2.09,2.62,0.31,1.00
,8/2/17 19:59,0.29,8.28,0.39,3.84,2.08,2.47,0.31,1.43
,8/2/17 20:00,0.29,8.34,0.39,4.00,2.08,2.37,0.31,2.34
,8/2/17 20:01,0.29,8.63,0.39,4.15,2.09,2.56,0.31,3.06
,8/2/17 20:02,0.29,9.00,0.39,4.28,2.10,2.90,0.31,3.50
,8/2/17 20:03,0.29,9.19,0.39,4.40,2.09,3.19,2.35,3.44
,8/2/17 20:04,0.28,9.72,0.39,4.66,2.10,3.44,2.35,2.65
,8/2/17 20:05,2.41,9.37,0.38,4.93,2.09,3.69,2.35,1.94
,8/2/17 20:06,2.17,8.09,0.38,5.00,2.09,3.81,2.37,1.53
,8/2/17 20:07,2.14,7.22,0.38,5.09,2.09,3.68,2.37,1.25
,8/2/17 20:08,2.20,6.56,0.38,5.15,2.09,3.53,2.37,1.09
,8/2/17 20:09,2.19,6.15,0.39,5.28,2.09,3.31,0.31,1.06
,8/2/17 20:10,2.19,5.91,0.39,5.34,2.08,3.15,0.31,1.47
,8/2/17 20:11,2.19,5.50,0.38,5.47,2.09,3.00,0.31,2.15
,8/2/17 20:12,2.19,5.09,0.38,5.53,2.08,2.84,0.31,2.94
,8/2/17 20:13,2.20,4.72,0.38,5.65,2.08,2.78,0.30,3.25
,8/2/17 20:14,2.20,4.37,0.39,5.72,2.09,3.13,0.31,3.47
,8/2/17 20:15,2.18,4.06,0.39,5.81,2.09,3.50,1.41,3.75
,8/2/17 20:16,2.19,3.94,0.39,5.90,2.10,3.62,2.43,3.18
,8/2/17 20:17,2.20,4.09,3.48,5.72,2.11,3.72,2.38,2.56
,8/2/17 20:18,2.19,3.97,3.61,4.40,2.11,3.84,2.39,2.47
,8/2/17 20:19,2.19,3.56,3.60,3.34,2.10,3.65,2.35,2.00
,8/2/17 20:20,2.19,3.22,3.49,2.59,2.11,3.44,2.32,1.56
,8/2/17 20:21,2.18,2.87,3.51,2.03,2.10,3.28,2.38,1.25
,8/2/17 20:22,2.17,2.56,3.52,1.59,2.10,3.15,2.39,1.09
,8/2/17 20:23,1.23,2.34,3.59,1.16,2.08,3.03,1.35,0.97
,8/2/17 20:24,0.28,2.78,3.56,0.75,2.08,2.87,0.31,1.16
,8/2/17 20:25,0.28,3.81,3.50,0.50,2.09,3.06,0.31,1.66
,8/2/17 20:26,0.28,4.56,3.52,0.28,2.10,3.41,0.31,2.22
,8/2/17 20:27,1.30,4.97,3.52,-0.13,2.10,3.75,0.31,2.66
,8/2/17 20:28,2.24,4.63,3.57,-0.50,2.10,3.97,0.31,3.56
,8/2/17 20:29,2.14,4.22,3.49,-0.81,2.11,4.19,2.47,4.09
,8/2/17 20:30,2.15,3.81,3.41,-1.09,2.11,4.37,2.41,3.50
,8/2/17 20:31,2.16,3.56,3.42,-1.37,2.11,4.19,,3.22
,8/2/17 20:32,2.16,3.50,3.51,-1.62,2.11,3.94,2.39,2.53
,8/2/17 20:33,2.16,3.22,3.45,-1.59,2.11,3.72,2.40,1.97
,8/2/17 20:34,2.16,2.84,3.44,-1.69,2.10,3.53,2.43,2.09
,8/2/17 20:35,2.15,2.50,3.43,-1.78,2.09,3.40,2.43,2.25
,8/2/17 20:36,0.28,2.44,3.45,-1.87,2.09,3.34,2.43,2.12
,8/2/17 20:37,0.28,3.18,3.43,-1.93,2.08,3.34,2.39,1.90
,8/2/17 20:38,0.28,4.06,3.47,-2.06,2.08,3.22,2.33,1.87
,8/2/17 20:39,0.28,4.53,3.48,-2.31,2.08,3.09,2.37,1.69
,8/2/17 20:40,0.28,4.84,3.44,-2.59,2.08,2.97,2.41,1.62
,8/2/17 20:41,2.29,4.59,1.87,-2.81,2.07,2.90,2.40,1.50
,8/2/17 20:42,2.15,4.00,0.39,-2.34,2.07,2.78,2.38,1.25
,8/2/17 20:43,2.12,3.44,0.39,-1.18,2.07,2.72,1.33,1.00
,8/2/17 20:44,2.14,3.37,0.39,-0.34,2.07,2.65,0.31,1.06
,8/2/17 20:45,2.14,3.28,0.39,0.25,2.08,2.56,0.31,1.44
,8/2/17 20:46,2.14,2.97,0.39,0.56,2.08,2.66,0.31,1.94
,8/2/17 20:47,2.15,2.62,0.39,0.75,2.09,3.00,0.31,2.41
,8/2/17 20:48,0.29,2.47,0.39,0.94,2.09,3.31,0.31,2.78
,8/2/17 20:49,0.28,3.03,0.39,1.19,2.08,3.25,0.31,3.34
,8/2/17 20:50,0.28,3.81,0.39,1.81,2.09,3.63,1.40,3.50
,8/2/17 20:51,0.28,4.34,0.39,2.19,2.09,3.69,2.42,2.81
,8/2/17 20:52,0.28,4.62,0.39,2.69,2.09,3.56,2.36,2.03
,8/2/17 20:53,1.26,4.94,0.39,2.90,2.09,3.81,2.32,1.59
,8/2/17 20:54,2.27,4.56,0.38,3.03,2.09,3.65,2.30,1.25
,8/2/17 20:55,2.13,3.97,0.39,3.19,2.08,3.47,1.32,1.03
,8/2/17 20:56,2.13,3.44,0.39,3.31,2.08,3.53,0.31,1.22
,8/2/17 20:57,2.14,3.09,0.39,3.50,2.08,3.50,0.31,1.97
,8/2/17 20:58,2.14,2.72,0.39,3.65,2.08,3.28,0.31,2.94
,8/2/17 20:59,1.22,2.43,0.39,3.84,2.08,3.15,2.42,3.62
,8/2/17 21:00,0.28,2.75,0.39,3.97,2.07,3.03,2.40,2.78
,8/2/17 21:01,0.29,3.59,0.39,4.12,2.07,2.97,2.37,2.00
,8/2/17 21:02,0.28,4.16,0.39,4.50,2.07,2.84,2.38,1.62
,8/2/17 21:03,0.29,4.50,0.39,4.62,2.07,2.78,2.37,1.34
,8/2/17 21:04,0.28,4.75,0.39,4.72,2.06,2.72,2.38,1.12
,8/2/17 21:05,1.30,4.84,0.39,4.84,2.06,2.62,0.31,1.03
,8/2/17 21:06,2.24,4.53,0.39,4.90,2.06,2.56,0.31,1.53
,8/2/17 21:07,2.12,3.91,0.39,5.03,2.06,2.50,0.31,2.38
,8/2/17 21:08,2.13,3.38,0.39,5.12,2.05,2.43,0.31,3.09
,8/2/17 21:09,2.12,3.00,0.39,5.50,2.05,2.40,0.31,3.69
,8/2/17 21:10,2.12,2.66,0.39,5.62,2.06,2.34,2.44,3.15
,8/2/17 21:11,0.28,2.43,0.39,5.65,2.06,2.28,2.30,2.25
,8/2/17 21:12,0.28,3.09,0.39,5.72,2.06,2.50,2.36,1.93
,8/2/17 21:13,0.28,4.09,0.39,5.81,2.06,2.59,2.40,1.75
,8/2/17 21:14,0.28,4.53,0.39,5.87,2.06,2.50,2.36,1.44
,8/2/17 21:15,0.28,4.81,0.39,5.97,2.05,2.43,2.39,1.22
,8/2/17 21:16,2.28,4.91,1.90,5.97,2.06,2.37,2.38,1.00
,8/2/17 21:17,2.14,4.12,3.40,4.91,2.06,2.28,1.02,0.97
,8/2/17 21:18,2.11,3.47,3.47,3.72,2.06,2.25,0.31,1.44
,8/2/17 21:19,2.12,3.09,3.45,3.00,2.04,2.15,0.31,2.16
,8/2/17 21:20,2.11,2.75,3.44,2.47,2.04,2.09,0.31,2.59
,8/2/17 21:21,2.11,2.44,3.47,1.94,2.04,2.06,0.31,2.94
,8/2/17 21:22,0.28,2.56,3.45,1.44,2.04,2.00,0.31,3.22
,8/2/17 21:23,0.28,3.34,3.43,0.97,2.04,1.97,0.31,3.40
,8/2/17 21:24,0.28,4.00,3.42,0.59,2.04,1.93,1.35,3.62
,8/2/17 21:25,0.28,4.37,3.42,0.34,2.03,1.87,2.47,3.63
,8/2/17 21:26,0.28,4.62,3.42,0.47,2.03,1.87,2.37,2.78
,8/2/17 21:27,0.28,4.81,3.39,0.19,,1.97,2.36,2.09
,8/2/17 21:28,2.28,4.59,3.43,-0.25,2.04,2.09,2.38,1.78
,8/2/17 21:29,2.13,3.78,3.42,-0.66,2.04,2.15,2.40,1.75
,8/2/17 21:30,2.10,3.19,3.48,-0.78,2.04,2.34,2.38,1.44
,8/2/17 21:31,2.11,2.81,3.44,-0.94,2.04,2.31,2.38,1.12
,8/2/17 21:32,2.12,2.65,3.43,-1.22,2.04,2.22,1.35,1.00
,8/2/17 21:33,1.21,2.50,3.41,-0.75,2.03,2.18,0.31,1.22
,8/2/17 21:34,0.28,3.00,3.48,-0.91,2.04,2.09,0.31,2.15
,8/2/17 21:35,0.28,3.81,3.44,-1.28,2.03,2.06,0.31,2.84
,8/2/17 21:36,0.28,4.41,3.39,-1.72,2.03,2.00,0.31,3.19
,8/2/17 21:37,0.28,4.69,3.40,-2.00,2.03,1.93,0.31,3.44
,8/2/17 21:38,1.18,4.84,3.46,-2.31,2.03,1.90,1.32,3.56
,8/2/17 21:39,2.26,4.28,3.41,-2.62,2.03,1.94,2.46,3.06
,8/2/17 21:40,2.11,3.53,3.39,-2.75,2.03,2.00,2.36,2.25
,8/2/17 21:41,2.11,3.03,3.43,-2.56,2.03,1.93,2.35,1.66
,8/2/17 21:42,2.11,2.66,1.81,-2.68,2.03,1.93,2.34,1.31
,8/2/17 21:43,1.20,2.40,0.40,-1.97,2.02,1.87,2.31,1.06
,8/2/17 21:44,0.28,2.69,0.39,-0.93,2.02,1.94,0.31,1.34
,8/2/17 21:45,0.28,3.50,0.39,-0.19,2.03,2.00,0.31,2.81
,8/2/17 21:46,0.28,4.03,0.40,0.28,2.02,1.97,0.31,3.56
,8/2/17 21:47,0.28,4.37,0.40,0.53,2.02,1.93,2.37,3.44
,8/2/17 21:48,0.28,4.59,0.39,0.72,2.02,1.87,2.38,2.62
,8/2/17 21:49,0.28,4.78,0.39,0.87,2.02,1.84,2.32,1.88
,8/2/17 21:50,1.30,4.72,0.39,1.06,2.02,1.78,2.31,1.47
,8/2/17 21:51,2.17,3.94,0.39,1.34,2.02,1.75,2.35,1.22
,8/2/17 21:52,2.09,3.34,0.39,1.66,2.02,1.68,2.40,1.34
,8/2/17 21:53,2.10,2.94,0.39,1.94,2.01,1.68,2.40,1.47
,8/2/17 21:54,2.10,2.50,0.39,2.25,2.02,1.65,2.38,1.19
,8/2/17 21:55,0.28,2.53,0.39,2.78,2.02,1.62,2.36,1.12
,8/2/17 21:56,0.28,3.15,0.39,3.09,2.01,1.62,2.35,0.97
,8/2/17 21:57,0.28,3.75,0.38,3.47,2.01,1.59,0.31,0.87
,8/2/17 21:58,0.28,4.20,0.38,3.59,2.01,1.56,0.31,1.38
,8/2/17 21:59,0.28,4.53,0.38,3.65,2.01,1.56,0.31,2.22
,8/2/17 22:00,1.30,4.84,0.38,3.84,2.01,1.53,0.31,2.66
,8/2/17 22:01,2.21,4.22,0.38,4.25,2.01,1.50,0.31,2.94
,8/2/17 22:02,2.09,3.47,0.38,4.72,2.00,1.50,0.31,3.19
,8/2/17 22:03,2.10,2.97,0.38,4.75,1.14,1.43,0.31,3.40
,8/2/17 22:04,2.10,2.59,0.38,4.75,0.28,1.59,1.26,3.59
,8/2/17 22:05,0.28,2.37,0.38,4.81,0.28,1.91,2.44,3.09
,8/2/17 22:06,0.28,2.75,0.38,4.90,0.28,2.19,2.32,2.25
,8/2/17 22:07,0.28,3.50,0.38,4.97,2.12,2.34,2.31,1.66
,8/2/17 22:08,0.28,4.06,0.38,5.06,2.11,2.31,2.33,1.34
,8/2/17 22:09,1.27,4.94,0.38,5.34,2.03,2.40,2.39,1.12
,8/2/17 22:10,2.26,5.00,0.38,5.43,2.04,2.47,1.35,0.97
,8/2/17 22:11,2.12,4.68,0.38,5.50,2.03,2.43,0.31,1.12
,8/2/17 22:12,2.14,4.28,0.38,5.91,2.07,2.50,0.31,1.59
,8/2/17 22:13,2.12,3.75,0.38,6.12,2.07,2.47,0.31,2.13
,8/2/17 22:14,2.13,3.28,0.39,6.12,2.06,2.40,0.31,2.53
,8/2/17 22:15,2.14,2.94,0.39,6.12,2.05,2.28,0.31,2.87
,8/2/17 22:16,2.14,2.62,1.88,6.18,2.05,2.15,0.31,3.12
,8/2/17 22:17,0.28,2.40,3.39,5.63,2.05,2.06,0.31,3.34
,8/2/17 22:18,0.28,2.81,3.38,4.31,2.06,2.28,0.31,3.53
,8/2/17 22:19,0.28,3.56,3.40,3.37,2.06,2.22,2.39,3.37
,8/2/17 22:20,0.28,4.16,3.41,2.59,2.05,2.09,2.35,2.53
,8/2/17 22:21,0.28,4.50,3.36,2.15,2.06,2.03,2.36,1.81
,8/2/17 22:22,0.28,4.72,3.40,1.94,2.05,1.90,2.36,1.41
,8/2/17 22:23,1.30,4.78,3.40,1.59,2.05,1.84,2.37,1.12
,8/2/17 22:24,2.17,4.03,3.39,1.25,2.04,1.75,1.34,1.00
,8/2/17 22:25,2.10,3.31,3.41,0.91,2.04,1.72,0.31,1.25
,8/2/17 22:26,2.10,2.91,3.36,0.56,2.05,1.87,0.31,1.90
,8/2/17 22:27,2.10,2.56,3.39,0.22,2.05,1.81,0.31,2.50
,8/2/17 22:28,0.28,2.44,3.39,-0.09,2.05,1.72,0.31,2.84
,8/2/17 22:29,0.28,3.03,3.42,-0.44,2.05,1.65,0.31,3.12
,8/2/17 22:30,0.28,3.81,3.40,-0.69,0.28,1.65,0.31,3.37
,8/2/17 22:31,0.28,4.28,3.35,-0.94,0.28,1.91,0.31,3.53
,8/2/17 22:32,0.28,4.72,3.36,-1.22,0.28,2.25,2.40,3.25
,8/2/17 22:33,2.27,4.65,3.43,-1.50,0.27,2.40,2.35,2.40
,8/2/17 22:34,2.09,3.81,3.36,-1.72,2.57,2.56,2.32,1.75
,8/2/17 22:35,2.09,3.19,3.36,-1.94,2.12,2.43,2.29,1.59
,8/2/17 22:36,2.10,2.84,3.37,-2.12,2.03,2.47,2.31,1.34
,8/2/17 22:37,0.28,2.50,3.43,-2.34,2.06,2.56,2.36,1.09
,8/2/17 22:38,0.28,2.47,3.31,-2.53,2.07,2.56,1.78,1.00
,8/2/17 22:39,0.28,3.15,3.33,-2.69,2.09,2.50,0.31,1.25
,8/2/17 22:40,0.28,3.88,3.38,-2.50,2.08,2.43,0.31,1.90
,8/2/17 22:41,0.28,4.28,3.39,-2.41,2.08,2.34,0.31,2.88
,8/2/17 22:42,0.28,4.56,3.38,-2.31,1.04,2.47,,3.22
,8/2/17 22:43,0.28,4.78,3.40,-2.50,0.00,3.15,0.31,3.40
,8/2/17 22:44,2.28,4.84,1.90,-2.78,0.00,4.37,1.32,3.56
,8/2/17 22:45,2.12,4.00,0.40,-2.47,0.00,5.19,2.45,3.03
,8/2/17 22:46,2.10,3.50,0.40,-1.50,0.00,5.56,2.36,2.59
,8/2/17 22:47,2.11,2.94,0.39,-0.62,0.00,5.81,2.35,2.03
,8/2/17 22:48,2.11,2.59,0.39,0.00,0.00,6.03,2.38,1.59
,8/2/17 22:49,0.28,2.40,0.39,0.34,0.00,6.15,2.38,1.25
,8/2/17 22:50,0.28,2.97,0.39,0.81,0.00,6.34,2.37,1.00
,8/2/17 22:51,0.28,3.75,0.39,1.25,0.00,6.50,0.31,1.09
,8/2/17 22:52,0.28,4.22,0.39,1.62,0.00,6.65,0.31,1.65
,8/2/17 22:53,0.28,4.50,0.39,1.94,0.00,6.81,0.31,2.31
,8/2/17 22:54,0.28,4.69,0.39,2.19,0.00,6.94,0.31,2.72
,8/2/17 22:55,1.19,4.84,0.39,2.40,0.00,7.03,0.31,3.06
,8/2/17 22:56,2.26,4.34,0.39,2.59,0.00,7.15,0.31,3.31
,8/2/17 22:57,2.12,3.56,0.39,2.78,0.00,7.28,0.31,3.47
,8/2/17 22:58,2.11,3.03,0.39,2.97,0.00,7.40,1.39,3.47
,8/2/17 22:59,2.13,2.90,0.39,3.15,0.00,7.47,2.42,2.75
,8/2/17 23:00,2.13,2.78,0.39,3.31,0.00,7.53,2.36,2.00
,8/2/17 23:01,1.21,2.47,0.39,3.47,0.00,7.62,2.34,1.50
,8/2/17 23:02,0.29,2.50,0.39,3.62,0.00,7.65,2.35,1.19
,8/2/17 23:03,0.28,3.19,0.39,3.78,0.00,7.68,1.33,0.97
,8/2/17 23:04,0.28,3.88,0.39,3.97,0.00,7.75,0.31,1.16
,8/2/17 23:05,0.28,4.25,0.39,4.09,0.00,7.75,0.31,1.81
,8/2/17 23:06,0.29,4.50,0.39,4.31,0.00,7.81,0.31,2.47
,8/2/17 23:07,0.29,4.69,0.39,5.09,0.00,7.90,0.31,2.84
,8/2/17 23:08,0.30,4.84,0.39,5.47,0.00,8.00,0.31,3.12
,8/2/17 23:09,2.32,4.47,0.39,5.53,0.00,8.03,0.31,3.37
,8/2/17 23:10,2.17,3.69,0.39,5.62,0.00,8.06,0.31,3.53
,8/2/17 23:11,2.15,3.13,0.39,5.75,0.00,8.09,2.40,3.25
,8/2/17 23:12,2.16,2.87,0.39,5.81,0.00,8.12,2.34,2.40
,8/2/17 23:13,2.16,2.66,0.39,5.90,0.00,8.18,2.33,1.75
,8/2/17 23:14,1.22,2.53,0.39,6.03,0.00,8.18,2.29,1.34
,8/2/17 23:15,0.29,3.12,0.39,6.12,0.00,8.18,2.28,1.03
,8/2/17 23:16,0.29,3.94,0.39,6.22,0.00,8.25,0.31,1.00
,8/2/17 23:17,0.29,4.41,0.39,6.31,0.00,8.28,0.31,1.31
,8/2/17 23:18,0.29,4.65,1.84,6.28,0.00,8.31,0.31,2.02
,8/2/17 23:19,0.30,4.84,3.36,6.13,0.00,8.31,0.31,2.66
,8/2/17 23:20,2.31,4.50,3.37,6.06,0.00,8.31,0.31,2.97
,8/2/17 23:21,2.16,3.56,3.35,4.87,0.00,8.47,0.31,3.25
,8/2/17 23:22,2.14,3.12,3.38,4.00,0.00,8.94,0.31,3.44
,8/2/17 23:23,2.15,2.94,3.39,3.28,0.00,9.72,1.33,3.53
,8/2/17 23:24,2.15,2.62,3.39,2.72,0.00,10.56,2.37,2.87
,8/2/17 23:25,1.22,2.31,3.41,3.62,0.00,11.25,2.28,2.09
,8/2/17 23:26,0.29,2.69,3.39,5.34,0.00,11.97,2.31,1.66
,8/2/17 23:27,0.29,3.31,3.42,6.41,0.00,12.50,2.34,1.28
,8/2/17 23:28,0.29,4.72,3.49,6.94,0.00,13.00,2.38,1.00
,8/2/17 23:29,1.18,4.94,3.40,6.90,0.00,13.50,0.31,1.03
